identifier,foo,decoded_tags
25240679,927.7495316,"b'{""crossing"": ""marked"", ""crossing:island"": ""no"", ""crossing:markings"": ""zebra"", ""highway"": ""crossing"", ""tactile_paving"": ""no""}'"
25241025,927.7478160000001,"b'{""crossing"": ""uncontrolled"", ""crossing:markings"": ""lines"", ""crossing:signals"": ""no"", ""highway"": ""crossing""}'"
25243514,927.749758,"b'{""crossing"": ""marked"", ""crossing:island"": ""no"", ""crossing:markings"": ""zebra"", ""highway"": ""crossing"", ""tactile_paving"": ""no""}'"
25249845,927.8473829,"b'{""crossing"": ""uncontrolled"", ""highway"": ""crossing""}'"
25266722,881.9580363,"b'{""highway"": ""traffic_signals"", ""source"": ""Yahoo"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""forward""}'"
25274515,881.723102,"b'{""highway"": ""stop"", ""stop"": ""all""}'"
25274536,881.671904,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""both""}'"
25322868,927.6943113,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal"", ""traffic_signals:direction"": ""130""}'"
25337534,927.8531603,"b'{""crossing"": ""uncontrolled"", ""highway"": ""crossing""}'"
25350029,904.2336292,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
25423799,924.7373887,"b'{""crossing"": ""uncontrolled"", ""highway"": ""crossing""}'"
25424103,924.7289177,"b'{""crossing"": ""uncontrolled"", ""highway"": ""crossing""}'"
25425209,924.7405272,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
25425223,924.7226509,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
25430997,924.7414518,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal"", ""traffic_signals:direction"": ""both""}'"
25431060,924.7572702,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
25431061,924.7553747,"b'{""crossing:barrier"": ""no"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}'"
25431184,924.7384382,"b'{""name"": ""Stockertown"", ""old_name"": ""Stockersville"", ""place"": ""village"", ""wikidata"": ""Q1183547"", ""wikipedia"": ""en:Stockertown, Pennsylvania""}'"
25457938,878.4460872,"b'{""crossing"": ""traffic_signals"", ""highway"": ""traffic_signals""}'"
25457939,878.4492189,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
25463601,881.795462,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
25464330,881.7343746,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""both""}'"
25464338,881.745672,"b'{""highway"": ""motorway_junction"", ""unsigned_ref"": ""139""}'"
25479855,923.0452412,"b'{""addr:city"": ""Camp Hill"", ""addr:housenumber"": ""4501"", ""addr:postcode"": ""17011"", ""addr:state"": ""PA"", ""addr:street"": ""East Trindle Road"", ""amenity"": ""fuel"", ""brand"": ""Sunoco"", ""brand:wikidata"": ""Q1423218"", ""compressed_air"": ""yes"", ""name"": ""Sunoco A-Plus"", ""opening_hours"": ""24/7""}'"
25510506,881.6521448,"b'{""highway"": ""traffic_signals"", ""source"": ""knowledge"", ""traffic_signals"": ""traffic_lights""}'"
25513536,904.3747695,"b'{""aeroway"": ""holding_position""}'"
25513559,904.3749174,"b'{""aeroway"": ""holding_position""}'"
25513576,904.377988,"b'{""aeroway"": ""holding_position""}'"
25513584,904.3760584,"b'{""aeroway"": ""holding_position""}'"
25513598,904.3723919,"b'{""aeroway"": ""holding_position""}'"
25515352,904.3727571,"b'{""aeroway"": ""holding_position""}'"
25515356,904.3736817,"b'{""aeroway"": ""holding_position""}'"
25515413,904.3746372,"b'{""aeroway"": ""holding_position""}'"
25522150,882.1641412,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
25522192,881.7457231,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
25522199,881.7174085,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
25522201,881.691009,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
25522204,881.691043,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
25522208,881.6909988,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
25538032,923.1020479,"b'{""amenity"": ""fuel"", ""brand"": ""Hess"", ""brand:wikidata"": ""Q1615684"", ""name"": ""Hess""}'"
25555549,910.4917782,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
25575682,924.7130284,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
25575684,924.7130918,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
25575685,924.7129791,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
25583712,881.7486195,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
25583713,881.748647,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
25603734,924.7359745,"b'{""amenity"": ""fuel"", ""brand"": ""Valero"", ""brand:wikidata"": ""Q1283291"", ""name"": ""Valero"", ""shop"": ""convenience"", ""website"": ""https://locations.valero.com/en-us/LocationDetails/Index/307-MAIN-STREET/0000005596""}'"
25612775,924.7367921,"b'{""amenity"": ""post_office""}'"
25612776,924.7388394,"b'{""addr:housename"": ""Centennial Hotel"", ""addr:housenumber"": ""104"", ""addr:postcode"": ""18083"", ""addr:street"": ""Main Street"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza"", ""name"": ""Tony\'s Pizza"", ""note"": ""Centennial Hotel""}'"
25612832,924.7297599999999,"b'{""amenity"": ""fuel""}'"
25612834,924.7287968,"b'{""amenity"": ""pub"", ""name"": ""Devery\'s Pub""}'"
25612887,924.7363653,"b'{""crossing"": ""uncontrolled"", ""highway"": ""crossing""}'"
25613010,924.7368479,"b'{""crossing"": ""uncontrolled"", ""highway"": ""crossing""}'"
25620321,924.7397101,"b'{""amenity"": ""toilets""}'"
25620650,924.749416,"b'{""amenity"": ""place_of_worship"", ""name"": ""Forks UCC"", ""religion"": ""christian""}'"
25627219,881.8217995,"b'{""direction"": ""both"", ""highway"": ""stop"", ""source"": ""survey"", ""stop"": ""all""}'"
25627232,881.8076936,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
25645490,927.6847913,"b'{""canoe"": ""yes"", ""tidal"": ""no"", ""waterway"": ""access_point""}'"
25645552,927.6821884,"b'{""name"": ""White River Junction"", ""network"": ""Amtrak"", ""operator"": ""Amtrak"", ""public_transport"": ""stop_position"", ""railway"": ""stop"", ""railway:ref"": ""WRJ"", ""train"": ""yes""}'"
25654988,927.6907306,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal"", ""traffic_signals:direction"": ""both""}'"
25655032,927.6831364,"b'{""highway"": ""traffic_signals"", ""traffic_signals:direction"": ""both""}'"
25671454,923.027732,"b'{""amenity"": ""restaurant"", ""created_by"": ""Potlatch 0.9b"", ""name"": ""Meiserville Inn""}'"
25676393,912.0262226,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
25679128,882.0773945,"b'{""highway"": ""traffic_signals"", ""source"": ""survey;image;usgs_imagery"", ""source_ref"": ""AM909_DSCU4185;AM909_DSCU4186;AM909_DSCU4188"", ""traffic_signals"": ""traffic_lights""}'"
25679132,882.0720354,"b'{""highway"": ""traffic_signals"", ""source"": ""survey;image;usgs_imagery"", ""source_ref"": ""AM909_DSCU4193;AM909_DSCU4194"", ""traffic_signals"": ""traffic_lights""}'"
25679166,881.874912,"b'{""crossing"": ""uncontrolled"", ""crossing:markings"": ""ladder"", ""crossing:signals"": ""no"", ""highway"": ""crossing""}'"
25689366,894.7372722,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
25697657,912.025188,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
25698637,894.7507414,"b'{""addr:city"": ""Boulder"", ""addr:housenumber"": ""600"", ""addr:postcode"": ""80305"", ""addr:state"": ""CO"", ""addr:street"": ""South Broadway"", ""amenity"": ""fuel"", ""brand"": ""King Soopers"", ""brand:wikidata"": ""Q6412065"", ""compressed_air"": ""yes"", ""fuel:diesel"": ""yes"", ""fuel:octane_85"": ""yes"", ""fuel:octane_87"": ""yes"", ""fuel:octane_91"": ""yes"", ""name"": ""King Soopers Fuel Center"", ""opening_hours"": ""24/7"", ""phone"": ""+1-303-499-4004"", ""self_service"": ""yes"", ""source"": ""esri_USDOT_ColoradoOITGIS"", ""website"": ""https://www.kingsoopers.com/stores/grocery/co/boulder/table-mesa/620/00033""}'"
25712268,881.7398584,"b'{""highway"": ""stop"", ""stop"": ""all""}'"
25712829,881.8337836000001,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
25712878,881.8235006,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
25712912,881.793478,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
25712914,881.7914509,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
25716549,922.9952724,"b'{""name"": ""Mechanicsburg"", ""place"": ""town"", ""wikidata"": ""Q1183440"", ""wikipedia"": ""en:Mechanicsburg, Pennsylvania""}'"
25726869,881.7582152,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
25726873,881.742113,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
25726966,881.7957039,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
25734976,924.6904728,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
25742450,910.4270561,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
25742872,910.4315712,"b'{""crossing"": ""marked"", ""highway"": ""crossing""}'"
25757229,894.748535,"b'{""addr:city"": ""Boulder"", ""addr:housenumber"": ""3600"", ""addr:postcode"": ""80305"", ""addr:state"": ""CO"", ""addr:street"": ""Table Mesa Drive"", ""brand"": ""King Soopers"", ""brand:wikidata"": ""Q6412065"", ""name"": ""King Soopers"", ""opening_hours"": ""Mo-Su 06:00-23:00"", ""phone"": ""+1-303-499-4004"", ""shop"": ""supermarket"", ""website"": ""https://www.kingsoopers.com/stores/details/620/00033""}'"
25757811,894.746433,"b'{""button_operated"": ""yes"", ""crossing"": ""traffic_signals"", ""crossing:markings"": ""zebra"", ""highway"": ""crossing"", ""tactile_paving"": ""yes"", ""traffic_signals:sound"": ""yes""}'"
25762119,922.9207119,"b'{""name"": ""Mansfield"", ""place"": ""town"", ""population"": ""3625"", ""wikidata"": ""Q1181562"", ""wikipedia"": ""en:Mansfield, Pennsylvania""}'"
25764250,927.680713,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal"", ""traffic_signals:direction"": ""forward""}'"
25765902,894.7161815,"b'{""highway"": ""traffic_signals"", ""traffic_signals:direction"": ""both""}'"
25765921,894.7239476,"b'{""crossing"": ""traffic_signals"", ""highway"": ""traffic_signals""}'"
25766435,927.7474266,"b'{""crossing"": ""unmarked"", ""crossing:markings"": ""no"", ""highway"": ""crossing""}'"
25768173,927.6799137,"b'{""crossing"": ""marked"", ""highway"": ""crossing""}'"
25779160,912.3385127,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""ramp_meter"", ""traffic_signals:direction"": ""forward""}'"
25779937,911.9913698,"b'{""addr:city"": ""Downers Grove"", ""addr:housenumber"": ""5001"", ""addr:postcode"": ""60515"", ""addr:state"": ""IL"", ""addr:street"": ""Main Street"", ""name"": ""Downers Grove Main Street"", ""network"": ""Metra"", ""network:wikidata"": ""Q1814208"", ""operator"": ""Metra"", ""public_transport"": ""station"", ""railway"": ""station"", ""railway:position"": ""mi:21.1"", ""ref:metra"": ""MAINST-DG"", ""train"": ""yes"", ""website"": ""https://metra.com/train-lines/stations/downers-grove-main-street"", ""wheelchair"": ""yes"", ""wikidata"": ""Q5303127"", ""wikipedia"": ""en:Main Street/Downers Grove station""}'"
25779941,911.9897719,"b'{""name"": ""Downers Grove"", ""official_name"": ""Village of Downers Grove"", ""place"": ""town"", ""population"": ""50247"", ""population:date"": ""2020"", ""source:population"": ""US Census"", ""website"": ""https://www.downers.us/"", ""wikidata"": ""Q1007011"", ""wikipedia"": ""en:Downers Grove, Illinois""}'"
25782064,894.7507,"b'{""amenity"": ""restaurant"", ""name"": ""Southern Sun Pub & Brewery"", ""opening_hours"": ""Mo-Fr 00:00-01:00,11:30-24:00; Sa,Su 00:00-01:00,11:00-24:00"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""no"", ""phone"": ""+1-303-543-0886"", ""website"": ""https://www.mountainsunpub.com/location/southern-sun-pub-brewery/""}'"
25838285,904.3075025,"b'{""crossing"": ""uncontrolled"", ""crossing:markings"": ""surface"", ""crossing:signals"": ""no"", ""highway"": ""crossing""}'"
25840249,923.1263194,"b'{""created_by"": ""JOSM"", ""name"": ""New Columbia"", ""place"": ""hamlet"", ""wikidata"": ""Q6041458""}'"
25840585,922.9988903999999,"b'{""capital"": ""6"", ""name"": ""Williamsport"", ""name:en"": ""Williamsport"", ""name:ru"": ""\\u0423\\u0438\\u043b\\u044c\\u044f\\u043c\\u0441\\u043f\\u043e\\u0440\\u0442"", ""name:sr"": ""\\u0412\\u0438\\u043b\\u0438\\u0458\\u0430\\u043c\\u0441\\u043f\\u043e\\u0440\\u0442"", ""place"": ""city"", ""population"": ""27754"", ""population:date"": ""2020"", ""source:population"": ""US Census"", ""website"": ""https://cityofwilliamsport.org/"", ""wikidata"": ""Q1016159"", ""wikipedia"": ""en:Williamsport, Pennsylvania""}'"
25843142,881.8080811,"b'{""highway"": ""stop"", ""stop"": ""all""}'"
25895238,927.694205,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal"", ""traffic_signals:direction"": ""225;320""}'"
25903398,881.6341979,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal"", ""traffic_signals:direction"": ""both""}'"
25903965,881.709896,"b'{""highway"": ""stop"", ""stop"": ""all""}'"
25904009,881.7499093,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
25907612,927.7076824,"b'{""crossing:light"": ""yes"", ""railway"": ""level_crossing""}'"
25930002,923.3493999,"b'{""name"": ""Hershey"", ""place"": ""town"", ""population"": ""14682"", ""population:date"": ""2022"", ""source:population"": ""US Census"", ""wikidata"": ""Q868666"", ""wikipedia"": ""en:Hershey, Pennsylvania""}'"
25936328,881.775993,"b'{""crossing"": ""traffic_signals"", ""crossing:markings"": ""zebra"", ""crossing:signals"": ""yes"", ""highway"": ""crossing""}'"
25936936,923.2675953,"b'{""waterway"": ""confluence""}'"
25966736,894.7591888,"b'{""bicycle"": ""yes"", ""crossing"": ""traffic_signals"", ""highway"": ""crossing"", ""tactile_paving"": ""yes""}'"
25971318,912.025673,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
25975851,927.8859543,"b'{""crossing"": ""unmarked"", ""crossing:island"": ""no"", ""highway"": ""crossing"", ""tactile_paving"": ""no""}'"
26027688,877.9822184,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
26028750,877.9631289,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
26029038,877.9842534,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal"", ""traffic_signals:direction"": ""forward""}'"
26029611,877.9431253,"b'{""bus"": ""yes"", ""name"": ""El Camino Real & South Bernardo Avenue"", ""network"": ""VTA"", ""public_transport"": ""stop_position""}'"
26029622,877.9630827999999,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
26029629,877.9820879,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
26030097,877.962944,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
26030108,877.9628954,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
26050293,894.7440111,"b'{""barrier"": ""kerb"", ""kerb"": ""lowered"", ""tactile_paving"": ""yes"", ""wheelchair"": ""yes""}'"
26068291,881.740647,"b'{""highway"": ""stop"", ""stop"": ""minor""}'"
26079303,881.722979,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
26079307,881.68306,"b'{""highway"": ""stop"", ""stop"": ""all""}'"
26079314,881.6838155,"b'{""traffic_calming"": ""hump""}'"
26079318,881.683713,"b'{""highway"": ""stop"", ""stop"": ""all""}'"
26079327,881.6866918000001,"b'{""barrier"": ""gate"", ""bicycle"": ""yes"", ""foot"": ""yes"", ""motor_vehicle"": ""private""}'"
26079413,881.6819859,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal"", ""traffic_signals:direction"": ""both""}'"
26079599,881.6776307,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
26079604,881.6842251,"b'{""highway"": ""traffic_signals"", ""source"": ""survey"", ""traffic_signals"": ""signal"", ""traffic_signals:direction"": ""both""}'"
26079606,881.6994673,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
26079607,881.6994316,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
26079616,881.703678,"b'{""highway"": ""stop"", ""stop"": ""all""}'"
26079619,881.7125755,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
26098106,912.381044,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
26099540,912.3571225000001,"b'{""button_operated"": ""no"", ""crossing"": ""traffic_signals"", ""crossing:island"": ""no"", ""crossing:markings"": ""lines"", ""highway"": ""crossing"", ""tactile_paving"": ""yes"", ""traffic_signals:sound"": ""no"", ""traffic_signals:vibration"": ""no""}'"
26099542,912.3607278,"b'{""highway"": ""stop"", ""stop"": ""all""}'"
26099544,912.3693226,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
26117833,877.9863025,"b'{""highway"": ""traffic_signals"", ""source:highway"": ""survey"", ""traffic_signals"": ""signal""}'"
26118022,912.054763,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
26145635,923.3513938,"b'{""addr:city"": ""Danville"", ""addr:country"": ""US"", ""addr:housenumber"": ""173"", ""addr:postcode"": ""17821"", ""addr:state"": ""PA"", ""addr:street"": ""Liberty Valley Road"", ""amenity"": ""pub"", ""check_date"": ""2024-07-15"", ""contact:facebook"": ""https://www.facebook.com/people/The-Hilltop-Bar-Grill/100082952361643/"", ""contact:phone"": ""+1 570-275-1122"", ""name"": ""The Hilltop""}'"
26145648,923.3868526,"b'{""capital"": ""6"", ""is_in"": ""Pennsylvania"", ""name"": ""Danville"", ""place"": ""town""}'"
26145682,923.2063748,"b'{""capital"": ""6"", ""is_in:state_code"": ""PA"", ""name"": ""Sunbury"", ""place"": ""city"", ""population"": ""9719"", ""population:date"": ""2020"", ""source:population"": ""US Census"", ""wikidata"": ""Q1187059"", ""wikipedia"": ""en:Sunbury, Pennsylvania""}'"
26145758,923.1138878,"b'{""capital"": ""4"", ""name"": ""Harrisburg"", ""name:en"": ""Harrisburg"", ""name:ko"": ""\\ud574\\ub9ac\\uc2a4\\ubc84\\uadf8"", ""name:pdc"": ""Harisbarig"", ""name:pl"": ""Harrisburg"", ""name:ru"": ""\\u0413\\u0430\\u0440\\u0440\\u0438\\u0441\\u0431\\u0435\\u0440\\u0433"", ""name:sr"": ""\\u0425\\u0430\\u0440\\u0438\\u0441\\u0431\\u0443\\u0440\\u0433"", ""name:ta"": ""\\u0bb9\\u0bbe\\u0bb0\\u0bbf\\u0bb8\\u0bcd\\u0baa\\u0bb0\\u0bcd\\u0b95\\u0bcd"", ""name:uk"": ""\\u0413\\u0430\\u0440\\u0440\\u0456\\u0441\\u0431\\u0435\\u0440\\u0433"", ""place"": ""city"", ""population"": ""50099"", ""population:date"": ""2020"", ""source:population"": ""wikipedia"", ""state_capital"": ""yes"", ""website"": ""https://harrisburgpa.gov/"", ""wikidata"": ""Q25280"", ""wikipedia"": ""en:Harrisburg, Pennsylvania""}'"
26187082,881.844759,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
26187083,881.8366019,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
26187091,881.8426627,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
26187092,881.8159751000001,"b'{""highway"": ""traffic_signals"", ""source"": ""survey;image;usgs_imagery"", ""source_ref"": ""AM909_DSCR9669"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""forward""}'"
26187094,881.8167433,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
26187155,881.7431272,"b'{""highway"": ""stop"", ""stop"": ""all""}'"
26189363,881.8557667,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""ramp_meter"", ""traffic_signals:direction"": ""forward""}'"
26201107,881.5863962,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
26201113,881.5825502,"b'{""crossing"": ""unmarked"", ""crossing:island"": ""no"", ""crossing:markings"": ""no"", ""highway"": ""crossing"", ""tactile_paving"": ""no""}'"
26201160,881.7023983,"b'{""highway"": ""traffic_signals"", ""traffic_signals:direction"": ""forward""}'"
26208861,881.797196,"b'{""highway"": ""traffic_signals"", ""source"": ""usgs_imagery;survey;image"", ""source_ref"": ""AM909_DSCU1106;AM909_DSCU1107;AM909_DSCU1108"", ""traffic_signals"": ""signal""}'"
26208936,881.7758563,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
26218735,912.1973218,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
26220940,912.2561371,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
26231955,924.6863996,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
26232063,924.693634,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal"", ""traffic_signals:direction"": ""both""}'"
26232068,924.6904983,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal"", ""traffic_signals:direction"": ""both""}'"
26232084,924.6872492,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal"", ""traffic_signals:direction"": ""both""}'"
26232130,924.6904593,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
26232131,924.6904699,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
26232137,924.6880903,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
26249874,881.8157794,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""backward""}'"
26249875,881.8124781,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""both""}'"
26249880,881.8065195,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights"", ""traffic_signals:direction"": ""forward""}'"
26260724,894.7115407,"b'{""amenity"": ""courthouse"", ""created_by"": ""YahooApplet 1.0""}'"
26261196,894.7734879,"b'{""amenity"": ""post_office"", ""name"": ""Valmont Post Office"", ""opening_hours"": ""Mo-Fr 09:00-18:00, Sa 10:00-14:00"", ""website"": ""https://tools.usps.com/go/POLocatorDetailsAction!input.action?&locationType=po&locationID=1385692""}'"
26263678,881.7486205,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
26263682,881.768964,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
26272143,912.0261433000001,"b'{""check_date"": ""2025-03-18"", ""crossing"": ""marked"", ""crossing:island"": ""no"", ""crossing:markings"": ""zebra"", ""flashing_lights"": ""no"", ""highway"": ""crossing"", ""kerb"": ""no"", ""oneway"": ""no"", ""piste:dismount"": ""yes"", ""tactile_paving"": ""no"", ""traffic_calming"": ""no""}'"
26272212,912.0035378,"b'{""access:delivery"": ""no"", ""barrier"": ""lift_gate"", ""lift_gate:type"": ""single"", ""name"": ""West Gate""}'"
26277334,881.7298288,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
26280559,881.6730437,"b'{""barrier"": ""gate"", ""foot"": ""yes"", ""locked"": ""yes"", ""motor_vehicle"": ""no""}'"
26280601,881.6646677,"b'{""barrier"": ""gate"", ""locked"": ""yes""}'"
26280610,881.6556747,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
26280613,881.7288567,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
26280620,881.7357238,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
26280621,881.738654,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""traffic_lights""}'"
26319966,923.1018791,"b'{""addr:city"": ""Harrisburg"", ""addr:housenumber"": ""4003"", ""addr:postcode"": ""17110"", ""addr:state"": ""PA"", ""addr:street"": ""North Front Street"", ""amenity"": ""restaurant"", ""cuisine"": ""burger;sandwich;american"", ""name"": ""Front Street Diner"", ""opening_hours"": ""24/7"", ""phone"": ""+1 717-525-9318"", ""website"": ""https://www.frontstreetdiner.com""}'"
26333672,927.8719868000001,"b'{""crossing"": ""unmarked"", ""crossing:island"": ""no"", ""highway"": ""crossing"", ""tactile_paving"": ""no""}'"
26334266,927.9048702,"b'{""crossing"": ""unmarked"", ""crossing:island"": ""no"", ""highway"": ""crossing"", ""tactile_paving"": ""no""}'"
26359268,912.1679353,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
26374407,878.0616691,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
26374408,878.0629017,"b'{""crossing"": ""traffic_signals"", ""crossing:markings"": ""lines"", ""highway"": ""crossing""}'"
26374420,878.0614317,"b'{""highway"": ""traffic_signals"", ""traffic_signals"": ""signal""}'"
26374421,878.0625306,"b'{""crossing"": ""traffic_signals"", ""crossing:markings"": ""lines"", ""highway"": ""crossing""}'"
26377201,924.7620214,"b'{""crossing:barrier"": ""no"", ""crossing:bell"": ""no"", ""crossing:light"": ""no"", ""railway"": ""level_crossing""}'"
26377207,924.7670405,"b'{""crossing:barrier"": ""no"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}'"
26377210,924.7673022,"b'{""crossing:barrier"": ""no"", ""crossing:bell"": ""yes"", ""crossing:light"": ""yes"", ""railway"": ""level_crossing""}'"
26381624,877.9381358,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
26381630,877.9418174,"b'{""direction"": ""both"", ""highway"": ""stop"", ""stop"": ""all""}'"
26391742,877.9412477,"b'{""crossing"": ""uncontrolled"", ""highway"": ""crossing""}'"
26404828,878.4479458,"b'{""crossing"": ""traffic_signals"", ""highway"": ""traffic_signals""}'"
26426223,881.5513530000001,"b'{""name"": ""Marina del Rey"", ""name:en"": ""Marina del Rey"", ""place"": ""quarter"", ""wikidata"": ""Q988140"", ""wikipedia"": ""en:Marina del Rey, California""}'"
26427112,881.5544231,"b'{""crossing"": ""unmarked"", ""crossing:markings"": ""no"", ""highway"": ""crossing""}'"
26427176,881.5729564,"b'{""aeroway"": ""holding_position"", ""holding_position:type"": ""runway""}'"
